1	e2	e71	C
1	e3	e4	C
1	e7	e9	C
1	e7	e11	C
1	e7	e34	C
1	e7	e40	C
1	e7	e115	C
1	e8	e21	C
1	e8	e41	C
1	e8	e42	C
1	e8	e64	C
1	e8	e89	C
1	e8	e145	C
1	e9	e11	C
1	e9	e34	C
1	e9	e40	C
1	e9	e115	C
1	e11	e34	C
1	e11	e40	C
1	e11	e115	C
1	e12	e36	C
1	e16	e75	C
1	e16	e81	C
1	e16	e116	C
1	e17	e91	C
1	e21	e41	C
1	e21	e42	C
1	e21	e64	C
1	e21	e89	C
1	e21	e145	C
1	e22	e28	C
1	e22	e54	C
1	e22	e55	C
1	e28	e30	C
1	e28	e45	C
1	e28	e50	C
1	e28	e54	C
1	e28	e55	C
1	e28	e156	C
1	e28	e190	C
1	e29	e32	C
1	e29	e105	C
1	e29	e108	C
1	e29	e109	C
1	e29	e112	C
1	e30	e54	C
1	e30	e55	C
1	e32	e105	C
1	e32	e108	C
1	e32	e109	C
1	e32	e112	C
1	e34	e40	C
1	e34	e115	C
1	e35	e47	C
1	e37	e168	C
1	e40	e115	C
1	e41	e42	C
1	e41	e64	C
1	e41	e89	C
1	e41	e145	C
1	e42	e64	C
1	e42	e89	C
1	e42	e145	C
1	e43	e137	C
1	e45	e54	C
1	e45	e55	C
1	e49	e53	C
1	e50	e54	C
1	e50	e55	C
1	e52	e110	C
1	e53	e102	C
1	e54	e55	C
1	e54	e156	C
1	e54	e190	C
1	e55	e156	C
1	e55	e190	C
1	e64	e89	C
1	e64	e145	C
1	e67	e77	C
1	e68	e78	C
1	e69	e79	C
1	e70	e80	C
1	e71	e90	C
1	e71	e92	C
1	e71	e119	C
1	e75	e81	C
1	e75	e116	C
1	e76	e236	C
1	e81	e116	C
1	e83	e84	C
1	e83	e94	C
1	e83	e95	C
1	e83	e169	C
1	e84	e94	C
1	e84	e95	C
1	e84	e169	C
1	e89	e145	C
1	e94	e95	C
1	e94	e169	C
1	e95	e169	C
1	e104	e107	C
1	e104	e125	C
1	e104	e126	C
1	e104	e144	C
1	e105	e108	C
1	e105	e109	C
1	e105	e112	C
1	e107	e125	C
1	e107	e126	C
1	e107	e144	C
1	e108	e109	C
1	e108	e112	C
1	e109	e112	C
1	e113	e117	C
1	e113	e118	C
1	e117	e118	C
1	e120	e153	C
1	e122	e240	C
1	e122	e244	C
1	e123	e136	C
1	e123	e157	C
1	e125	e126	C
1	e125	e144	C
1	e126	e144	C
1	e127	e128	C
1	e131	e133	C
1	e136	e157	C
1	e141	e143	C
1	e141	e149	C
1	e141	e155	C
1	e141	e174	C
1	e141	e176	C
1	e141	e225	C
1	e141	e226	C
1	e141	e230	C
1	e143	e149	C
1	e143	e155	C
1	e143	e174	C
1	e143	e176	C
1	e143	e225	C
1	e143	e226	C
1	e143	e230	C
1	e149	e155	C
1	e149	e174	C
1	e149	e176	C
1	e149	e225	C
1	e149	e226	C
1	e150	e218	C
1	e150	e239	C
1	e155	e174	C
1	e155	e176	C
1	e155	e225	C
1	e155	e226	C
1	e155	e230	C
1	e161	e163	C
1	e174	e176	C
1	e174	e225	C
1	e174	e226	C
1	e174	e230	C
1	e175	e178	C
1	e175	e181	C
1	e175	e231	C
1	e175	e233	C
1	e176	e225	C
1	e176	e226	C
1	e176	e230	C
1	e178	e181	C
1	e178	e231	C
1	e178	e233	C
1	e179	e180	C
1	e181	e231	C
1	e181	e233	C
1	e182	e187	C
1	e202	e217	C
1	e213	e215	C
1	e218	e239	C
